0.04500, 0.00462, 3.72975, 0.00324, 0.00462, 3.72975, 0.00324, 0.00000, 0.00000, 0.00000
0.04600, 0.00462, 3.72975, 0.00324, 0.00462, 3.72975, 0.00324, 0.00000, 0.00000, 0.00000
0.04700, 0.00462, 3.72975, 0.00324, 0.00462, 3.72975, 0.00324, 0.00000, 0.00000, 0.00000
0.04800, 0.00462, 3.72975, 0.00324, 0.00462, 3.72975, 0.00324, 0.00000, 0.00000, 0.00000
0.04900, 0.00462, 3.72975, 0.00323, 0.00462, 3.72975, 0.00324, 0.00000, 0.00000, 0.00000
0.05000, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00324, 0.00000, 0.00000, 0.00000
0.05100, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.05200, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.05300, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.05400, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.05500, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.05600, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.05700, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.05800, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.05900, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.06000, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.06100, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.06200, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.06300, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.06400, 0.00465, 3.72975, 0.00321, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.06500, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.06600, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.06700, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.06800, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.06900, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07000, 0.00464, 3.72975, 0.00319, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07100, 0.00464, 3.72975, 0.00319, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07200, 0.00464, 3.72975, 0.00319, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07300, 0.00464, 3.72975, 0.00319, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07400, 0.00464, 3.72975, 0.00319, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07500, 0.00464, 3.72975, 0.00319, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07600, 0.00464, 3.72975, 0.00319, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07700, 0.00464, 3.72975, 0.00319, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07800, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.07900, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.08000, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.08100, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.08200, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.08300, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.08400, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.08500, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.08600, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.08700, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.08800, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.08900, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.09000, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.09100, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.09200, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.09300, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.09400, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.09500, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.09600, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.09700, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.09800, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.09900, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.10000, 0.00464, 3.72975, 0.00323, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.10100, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.10200, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00323, 0.00000, 0.00000, 0.00000
0.10300, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.10400, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.10500, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.10600, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.10700, 0.00464, 3.72975, 0.00322, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.10800, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.10900, 0.00464, 3.72975, 0.00320, 0.00464, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.11000, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.11100, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.11200, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.11300, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.11400, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.11500, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.11600, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.11700, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.11800, 0.00465, 3.72975, 0.00320, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.11900, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.12000, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.12100, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.12200, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.12300, 0.00465, 3.72975, 0.00319, 0.00465, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.12400, 0.00465, 3.72975, 0.00318, 0.00465, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.12500, 0.00465, 3.72975, 0.00318, 0.00465, 3.72975, 0.00319, 0.00000, 0.00000, 0.00000
0.12600, 0.00465, 3.72975, 0.00318, 0.00465, 3.72975, 0.00318, 0.00000, 0.00000, 0.00000
0.12700, 0.00465, 3.72975, 0.00318, 0.00465, 3.72975, 0.00318, 0.00000, 0.00000, 0.00000
0.12800, 0.00465, 3.72975, 0.00318, 0.00465, 3.72975, 0.00318, 0.00000, 0.00000, 0.00000
0.12900, 0.00465, 3.72975, 0.00317, 0.00465, 3.72975, 0.00318, 0.00000, 0.00000, 0.00000
0.13000, 0.00469, 3.72974, 0.00316, 0.00469, 3.72974, 0.00318, 0.00000, 0.00000, 0.00000
0.13100, 0.00469, 3.72974, 0.00317, 0.00469, 3.72974, 0.00317, 0.00000, 0.00000, 0.00000
0.13200, 0.00469, 3.72974, 0.00317, 0.00469, 3.72974, 0.00316, 0.00000, 0.00000, 0.00000
0.13300, 0.00469, 3.72974, 0.00317, 0.00469, 3.72974, 0.00317, 0.00000, 0.00000, 0.00000
0.13400, 0.00469, 3.72974, 0.00317, 0.00469, 3.72974, 0.00317, 0.00000, 0.00000, 0.00000
0.13500, 0.00469, 3.72974, 0.00317, 0.00469, 3.72974, 0.00317, 0.00000, 0.00000, 0.00000
0.13600, 0.00469, 3.72974, 0.00317, 0.00469, 3.72974, 0.00317, 0.00000, 0.00000, 0.00000
0.13700, 0.00469, 3.72974, 0.00317, 0.00469, 3.72974, 0.00317, 0.00000, 0.00000, 0.00000
0.13800, 0.00469, 3.72974, 0.00318, 0.00469, 3.72974, 0.00317, 0.00000, 0.00000, 0.00000
0.13900, 0.00469, 3.72974, 0.00318, 0.00469, 3.72974, 0.00317, 0.00000, 0.00000, 0.00000
0.14000, 0.00469, 3.72974, 0.00318, 0.00469, 3.72974, 0.00318, 0.00000, 0.00000, 0.00000
0.14100, 0.00469, 3.72974, 0.00318, 0.00469, 3.72974, 0.00318, 0.00000, 0.00000, 0.00000
0.14200, 0.00469, 3.72974, 0.00318, 0.00469, 3.72974, 0.00318, 0.00000, 0.00000, 0.00000
0.14300, 0.00469, 3.72974, 0.00318, 0.00469, 3.72974, 0.00318, 0.00000, 0.00000, 0.00000
0.14400, 0.00469, 3.72974, 0.00319, 0.00469, 3.72974, 0.00318, 0.00000, 0.00000, 0.00000
0.14500, 0.00469, 3.72974, 0.00319, 0.00469, 3.72974, 0.00318, 0.00000, 0.00000, 0.00000
0.14600, 0.00469, 3.72974, 0.00319, 0.00469, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.14700, 0.00469, 3.72974, 0.00319, 0.00469, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.14800, 0.00469, 3.72974, 0.00319, 0.00469, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.14900, 0.00469, 3.72974, 0.00319, 0.00469, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.15000, 0.00470, 3.72974, 0.00319, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.15100, 0.00470, 3.72974, 0.00320, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.15200, 0.00470, 3.72974, 0.00320, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.15300, 0.00470, 3.72974, 0.00319, 0.00470, 3.72974, 0.00320, 0.00000, 0.00000, 0.00000
0.15400, 0.00470, 3.72974, 0.00319, 0.00470, 3.72974, 0.00320, 0.00000, 0.00000, 0.00000
0.15500, 0.00470, 3.72974, 0.00319, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.15600, 0.00470, 3.72974, 0.00319, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.15700, 0.00470, 3.72974, 0.00319, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.15800, 0.00470, 3.72974, 0.00319, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.15900, 0.00470, 3.72974, 0.00319, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.16000, 0.00470, 3.72974, 0.00320, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.16100, 0.00470, 3.72974, 0.00320, 0.00470, 3.72974, 0.00319, 0.00000, 0.00000, 0.00000
0.16200, 0.00470, 3.72974, 0.00321, 0.00470, 3.72974, 0.00320, 0.00000, 0.00000, 0.00000
0.16300, 0.00470, 3.72974, 0.00321, 0.00470, 3.72974, 0.00320, 0.00000, 0.00000, 0.00000
0.16400, 0.00470, 3.72974, 0.00321, 0.00470, 3.72974, 0.00321, 0.00000, 0.00000, 0.00000
0.16500, 0.00470, 3.72974, 0.00321, 0.00470, 3.72974, 0.00321, 0.00000, 0.00000, 0.00000
0.16600, 0.00470, 3.72974, 0.00321, 0.00470, 3.72974, 0.00321, 0.00000, 0.00000, 0.00000
0.16700, 0.00470, 3.72974, 0.00320, 0.00470, 3.72974, 0.00321, 0.00000, 0.00000, 0.00000
0.16800, 0.00470, 3.72974, 0.00321, 0.00470, 3.72974, 0.00321, 0.00000, 0.00000, 0.00000
0.16900, 0.00470, 3.72974, 0.00321, 0.00470, 3.72974, 0.00320, 0.00000, 0.00000, 0.00000
0.17000, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.17100, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.17200, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.17300, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.17400, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.17500, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.17600, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.17700, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.17800, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.17900, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.18000, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.18100, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.18200, 0.00470, 3.72975, 0.00322, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.18300, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.18400, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00322, 0.00000, 0.00000, 0.00000
0.18500, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.18600, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.18700, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.18800, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.18900, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19000, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19100, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19200, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19300, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19400, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19500, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19600, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19700, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19800, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.19900, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.20000, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.20100, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.20200, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.20300, 0.00470, 3.72975, 0.00321, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.20400, 0.00470, 3.72975, 0.00320, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.20500, 0.00470, 3.72975, 0.00320, 0.00470, 3.72975, 0.00321, 0.00000, 0.00000, 0.00000
0.20600, 0.00470, 3.72975, 0.00320, 0.00470, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.20700, 0.00470, 3.72975, 0.00320, 0.00470, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.20800, 0.00470, 3.72975, 0.00320, 0.00470, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.20900, 0.00470, 3.72975, 0.00320, 0.00470, 3.72975, 0.00320, 0.00000, 0.00000, 0.00000
0.21000, 0.00471, 3.72976, 0.00320, 0.00471, 3.72976, 0.00320, 0.00000, 0.00000, 0.00000
0.21100, 0.00471, 3.72976, 0.00320, 0.00471, 3.72976, 0.00320, 0.00000, 0.00000, 0.00000
0.21200, 0.00471, 3.72976, 0.00320, 0.00471, 3.72976, 0.00320, 0.00000, 0.00000, 0.00000
0.21300, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00320, 0.00000, 0.00000, 0.00000
0.21400, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00320, 0.00000, 0.00000, 0.00000
0.21500, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.21600, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.21700, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.21800, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.21900, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.22000, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.22100, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.22200, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.22300, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.22400, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.22500, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.22600, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.22700, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00323, 0.00000, 0.00000, 0.00000
0.22800, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.22900, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.23000, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.23100, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.23200, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.23300, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.23400, 0.00471, 3.72976, 0.00322, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.23500, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
0.23600, 0.00471, 3.72976, 0.00323, 0.00471, 3.72976, 0.00322, 0.00000, 0.00000, 0.00000
